building,capacity,faculty,room
"B7","230","","R10058"
"B7","420","","R10059"
"B7","180","","R10060"
"B7","380","","R10061"
"B7","210","","R10062"
"B7","410","","R10063"
"B7","300","","R10064"
"B7","140","","R10065"
"B7","280","","R11066"
"B7","20","","R12067"
"B7","400","","R12068"
"B7","20","","R13069"
"B7","50","","R13070"
"B7","450","","R13071"
"B7","170","","R13072"
"B7","250","","R13073"
"B7","60","","R13074"
"B7","90","","R13075"
"B7","230","","R13076"
"B7","490","","R13077"
"B7","250","","R13078"
"B7","400","","R13079"
"B7","20","","R13080"
"B7","280","","R13081"
"B7","450","","R13082"
"B7","80","","R13083"
"B7","190","","R13084"
"B7","90","","R13085"
"B7","40","","R13086"
"B34","190","","R1000"
"B34","280","","R1001"
"B34","340","","R1002"
"B34","150","","R2003"
"B34","390","","R3004"
"B34","160","","R3005"
"B34","400","","R3006"
"B34","360","","R3007"
"B34","380","","R3008"
"B34","380","","R4009"
"B34","230","","R4010"
"B34","460","","R4011"
"B34","400","","R4012"
"B34","100","","R4013"
"B34","140","","R4014"
"B34","470","","R4015"
"B34","410","","R4016"
"B34","430","","R4017"
"B34","110","","R5018"
"B34","130","","R5019"
"B34","210","","R5020"
"B34","360","","R5021"
"B34","480","","R6022"
"B34","400","","R6023"
"B34","450","","R6024"
"B34","70","","R6025"
"B34","140","","R6026"
"B34","370","","R6027"
"B34","290","","R7028"
"B34","330","","R7029"
"B34","180","","R7030"
"B34","230","","R7031"
"B60","140","","R1000"
"B60","150","","R1001"
"B60","190","","R1002"
"B60","310","","R1003"
"B60","280","","R1004"
"B60","390","","R1005"
"B60","400","","R1006"
"B60","190","","R1007"
"B60","430","","R1008"
"B60","310","","R1009"
"B60","470","","R1010"
"B60","130","","R1011"
"B60","410","","R1012"
"B60","490","","R1013"
"B60","140","","R1014"
"B60","480","","R1015"
"B60","300","","R1016"
"B60","230","","R1017"
"B60","400","","R1018"
"B60","200","","R1019"
"B60","180","","R2020"
"B60","30","","R2021"
"B60","130","","R2022"
"B60","130","","R2023"
"B60","180","","R2024"
"B60","200","","R2025"
"B60","170","","R2026"
"B60","420","","R2027"
"B60","320","","R2028"
"B60","30","","R3029"
"B60","120","","R3030"
"B21","370","","R1000"
"B21","70","","R1001"
"B21","290","","R1002"
"B21","130","","R1003"
"B21","310","","R1004"
"B21","190","","R1005"
"B21","360","","R2006"
"B21","420","","R2007"
"B21","70","","R2008"
"B21","130","","R3009"
"B21","50","","R3010"
"B21","240","","R3011"
"B21","270","","R3012"
"B21","110","","R3013"
"B21","410","","R3014"
"B21","430","","R3015"
"B21","160","","R3016"
"B21","220","","R3017"
"B21","450","","R3018"
"B21","310","","R4019"
"B21","370","","R5020"
"B21","340","","R6021"
"B21","250","","R6022"
"B21","250","","R6023"
"B21","130","","R7024"
"B94","60","","R1000"
"B94","180","","R1001"
"B94","300","","R1002"
"B94","20","","R2003"
"B94","80","","R2004"
"B94","130","","R2005"
"B94","300","","R2006"
"B94","360","","R2007"
"B94","190","","R2008"
"B94","240","","R2009"
"B94","420","","R2010"
"B94","180","","R2011"
"B94","180","","R2012"
"B94","200","","R2013"
"B94","30","","R2014"
"B94","440","","R3015"
"B94","390","","R3016"
"B94","170","","R3017"
"B94","120","","R3018"
"B94","440","","R3019"
"B94","300","","R3020"
"B94","330","","R3021"
"B94","10","","R3022"
"B94","200","","R3023"
"B94","20","","R4024"
"B94","370","","R4025"
"B94","160","","R5026"
"B94","160","","R5027"
"B94","210","","R5028"
"B94","90","","R6029"
"B94","110","","R6030"
"B94","340","","R6031"
"B94","480","","R7032"
"B94","430","","R7033"
"B94","340","","R7034"
"B94","490","","R7035"
"B94","110","","R7036"
"B94","310","","R7037"
"B94","430","","R7038"
"B94","470","","R7039"
"B94","390","","R7040"
"B94","10","","R7041"
"B94","280","","R7042"
"B94","440","","R7043"
"B94","320","","R7044"
"B94","240","","R7045"
"B94","280","","R7046"
"B94","490","","R7047"
"B94","200","","R7048"
"B94","130","","R7049"
"B94","270","","R7050"
"B94","140","","R7051"
"B94","150","","R7052"
"B94","260","","R7053"
"B94","50","","R7054"
"B94","310","","R8055"
"B77","100","","R1000"
"B77","370","","R2001"
"B77","80","","R2002"
"B77","140","","R3003"
"B77","150","","R3004"
"B77","190","","R3005"
"B77","400","","R3006"
"B77","180","","R4007"
"B77","250","","R4008"
"B77","130","","R4009"
"B77","470","","R4010"
"B77","380","","R4011"
"B77","410","","R4012"
"B77","330","","R5013"
"B77","310","","R5014"
"B77","280","","R5015"
"B77","100","","R5016"
"B68","280","","R1000"
"B68","30","","R1001"
"B68","460","","R1002"
"B68","350","","R2003"
"B68","250","","R2004"
"B68","230","","R2005"
"B68","400","","R2006"
"B68","380","","R2007"
"B68","400","","R2008"
"B68","220","","R2009"
"B68","10","","R2010"
"B68","440","","R2011"
"B68","330","","R2012"
"B68","180","","R3013"
"B68","400","","R3014"
"B68","50","","R3015"
"B68","190","","R3016"
"B68","90","","R3017"
"B68","360","","R3018"
"B68","130","","R4019"
"B68","210","","R4020"
"B68","240","","R4021"
"B68","210","","R4022"
"B68","170","","R4023"
"B68","220","","R5024"
"B68","80","","R5025"
"B68","220","","R5026"
"B68","350","","R6027"
"B68","480","","R6028"
"B68","200","","R6029"
"B68","210","","R6030"
"B68","70","","R6031"
"B68","30","","R6032"
"B68","340","","R6033"
"B68","440","","R6034"
"B68","20","","R6035"
"B68","10","","R7036"
"B68","360","","R7037"
"B68","330","","R7038"
"B68","220","","R7039"
"B68","20","","R7040"
"B68","440","","R7041"
"B68","490","","R7042"
"B68","90","","R7043"
"B68","440","","R7044"
"B68","20","","R7045"
"B68","290","","R7046"
"B68","330","","R7047"
"B68","370","","R7048"
"B68","350","","R7049"
"B68","340","","R7050"
"B68","130","","R7051"
"B68","450","","R7052"
"B68","100","","R7053"
"B68","60","","R7054"
"B68","430","","R7055"
"B68","340","","R7056"
"B68","360","","R7057"
"B68","40","","R7058"
"B68","120","","R7059"
"B68","190","","R7060"
"B68","160","","R7061"
"B68","310","","R7062"
"B68","280","","R8063"
"B68","480","","R8064"
"B68","380","","R8065"
"B68","430","","R9066"
"B68","50","","R9067"
"B68","380","","R9068"
"B68","360","","R9069"
"B68","250","","R9070"
"B68","460","","R9071"
"B68","490","","R9072"
"B68","260","","R9073"
"B68","400","","R9074"
"B68","260","","R9075"
"B68","490","","R9076"
"B68","330","","R9077"
"B68","340","","R9078"
"B68","240","","R9079"
"B68","40","","R9080"
"B68","270","","R9081"
"B68","280","","R9082"
"B68","180","","R9083"
"B68","200","","R9084"
"B68","290","","R10085"
"B68","280","","R10086"
"B68","380","","R11087"
"B68","270","","R12088"
"B68","390","","R12089"
"B68","140","","R12090"
"B68","410","","R12091"
"B74","90","","R1000"
"B74","240","","R1001"
"B74","490","","R1002"
"B74","50","","R1003"
"B74","470","","R1004"
"B74","220","","R1005"
"B74","80","","R1006"
"B74","200","","R2007"
"B74","50","","R2008"
"B74","470","","R2009"
"B74","180","","R2010"
"B74","340","","R2011"
"B74","180","","R2012"
"B74","90","","R2013"
"B74","90","","R2014"
"B74","200","","R2015"
"B74","210","","R2016"
"B74","420","","R2017"
"B74","60","","R3018"
"B74","270","","R3019"
"B74","470","","R3020"
"B74","330","","R3021"
"B74","390","","R4022"
"B74","310","","R4023"
"B74","440","","R4024"
"B74","120","","R4025"
"B57","60","","R1000"
"B57","370","","R1001"
"B57","50","","R1002"
"B57","280","","R1003"
"B57","150","","R1004"
"B57","40","","R1005"
"B57","370","","R1006"
"B57","110","","R1007"
"B57","330","","R1008"
"B57","250","","R2009"
"B57","320","","R2010"
"B57","20","","R2011"
"B57","100","","R2012"
"B57","390","","R2013"
"B57","210","","R2014"
"B57","200","","R2015"
"B57","420","","R2016"
"B57","30","","R2017"
"B57","340","","R2018"
"B57","70","","R2019"
"B57","340","","R2020"
"B57","80","","R2021"
"B57","210","","R2022"
"B57","370","","R3023"
"B57","190","","R3024"
"B57","280","","R3025"
"B57","190","","R3026"
"B57","70","","R3027"
"B57","70","","R4028"
"B57","170","","R4029"
"B57","60","","R4030"
"B57","280","","R5031"
"B57","110","","R6032"
"B57","380","","R6033"
"B57","60","","R6034"
"B57","420","","R6035"
"B57","370","","R6036"
"B57","110","","R6037"
"B57","190","","R6038"
"B57","140","","R6039"
"B57","160","","R6040"
"B57","190","","R6041"
"B57","480","","R6042"
"B57","40","","R6043"
"B57","100","","R6044"
"B57","90","","R6045"
"B57","160","","R6046"
"B57","250","","R6047"
"B57","300","","R6048"
"B57","10","","R6049"
"B57","70","","R6050"
"B57","130","","R6051"
"B57","360","","R6052"
"B57","430","","R6053"
"B57","130","","R6054"
"B57","380","","R6055"
"B57","40","","R7056"
"B57","360","","R7057"
"B57","330","","R7058"
"B57","240","","R7059"
"B57","460","","R7060"
"B57","470","","R7061"
"B57","150","","R7062"
"B57","200","","R7063"
"B57","60","","R7064"
"B57","240","","R7065"
"B57","20","","R8066"
"B57","490","","R8067"
"B57","300","","R8068"
"B57","350","","R8069"
"B57","380","","R8070"
"B57","250","","R8071"
"B57","10","","R8072"
"B57","160","","R8073"
"B57","470","","R8074"
"B57","280","","R8075"
"B57","190","","R8076"
"B57","310","","R8077"
"B57","50","","R8078"
"B57","340","","R8079"
"B57","170","","R8080"
"B57","100","","R8081"
"B57","120","","R8082"
"B57","100","","R8083"
"B57","40","","R8084"
"B57","160","","R8085"
"B57","210","","R8086"
"B57","170","","R8087"
"B57","490","","R8088"
"B57","430","","R8089"
"B57","180","","R8090"
"B57","370","","R8091"
"B57","40","","R9092"
"B57","120","","R9093"
"B57","230","","R9094"
"B57","200","","R9095"
"B24","190","","R1000"
"B24","40","","R1001"
"B24","180","","R1002"
"B24","30","","R1003"
"B24","30","","R1004"
"B24","430","","R1005"
"B24","90","","R1006"
"B24","130","","R1007"
"B24","420","","R1008"
"B24","30","","R1009"
"B24","190","","R1010"
"B24","230","","R1011"
"B24","140","","R1012"
"B24","150","","R1013"
"B24","450","","R1014"
"B24","410","","R1015"
"B24","20","","R1016"
"B24","190","","R1017"
"B24","180","","R1018"
"B24","20","","R1019"
"B24","470","","R1020"
"B24","440","","R1021"
"B24","110","","R1022"
"B24","270","","R1023"
"B24","70","","R1024"
"B24","30","","R1025"
"B24","300","","R2026"
"B24","460","","R3027"
"B24","310","","R3028"
"B24","400","","R3029"
"B24","290","","R3030"
"B24","450","","R3031"
"B24","140","","R3032"
"B24","470","","R3033"
"B24","70","","R3034"
"B24","200","","R3035"
"B24","70","","R3036"
"B24","10","","R3037"
"B24","200","","R3038"
"B24","310","","R3039"
"B24","320","","R3040"
"B24","490","","R3041"
"B24","350","","R3042"
"B24","460","","R3043"
"B24","360","","R3044"
"B24","360","","R3045"
"B24","330","","R3046"
"B50","300","","R1000"
"B50","170","","R1001"
"B50","60","","R1002"
"B50","430","","R1003"
"B50","300","","R1004"
"B50","150","","R1005"
"B50","90","","R1006"
"B50","220","","R1007"
"B50","160","","R1008"
"B50","110","","R1009"
"B50","340","","R1010"
"B50","70","","R1011"
"B50","90","","R1012"
"B50","200","","R1013"
"B50","260","","R2014"
"B50","100","","R2015"
"B50","440","","R2016"
"B50","270","","R3017"
"B50","210","","R3018"
"B50","40","","R3019"
"B50","140","","R3020"
"B50","160","","R3021"
"B50","460","","R3022"
"B50","30","","R3023"
"B50","160","","R3024"
"B50","330","","R3025"
"B50","290","","R3026"
"B50","60","","R4027"
"B50","470","","R5028"
"B50","270","","R5029"
"B50","280","","R5030"
"B50","40","","R5031"
"B50","470","","R5032"
"B50","170","","R6033"
"B50","420","","R6034"
"B50","400","","R6035"
"B50","50","","R6036"
"B90","10","","R1000"
"B90","360","","R1001"
"B90","260","","R1002"
"B90","280","","R1003"
"B90","420","","R1004"
"B90","230","","R2005"
"B90","340","","R2006"
"B90","70","","R2007"
"B90","210","","R2008"
"B90","140","","R2009"
"B90","150","","R3010"
"B90","450","","R3011"
"B90","290","","R3012"
"B90","220","","R3013"
"B90","120","","R3014"
"B90","80","","R4015"
"B90","70","","R5016"
"B90","130","","R5017"
"B90","190","","R5018"
"B90","210","","R5019"
"B90","180","","R5020"
"B90","90","","R6021"
"B90","490","","R6022"
"B90","450","","R6023"
"B90","70","","R6024"
"B90","320","","R6025"
"B90","130","","R6026"
"B90","130","","R6027"
"B90","450","","R6028"
"B90","390","","R6029"
"B90","280","","R7030"
"B90","230","","R7031"
"B90","190","","R8032"
"B90","370","","R8033"
"B90","20","","R8034"
"B90","340","","R8035"
"B90","180","","R8036"
"B90","260","","R8037"
"B90","170","","R8038"
"B90","30","","R8039"
"B90","470","","R9040"
"B90","360","","R9041"
"B90","380","","R10042"
"B90","200","","R10043"
"B90","20","","R10044"
"B90","400","","R10045"
"B90","350","","R10046"
"B90","360","","R10047"
"B90","100","","R10048"
"B90","220","","R10049"
"B90","430","","R10050"
"B90","310","","R10051"
"B90","460","","R10052"
"B90","440","","R10053"
"B90","450","","R10054"
"B90","390","","R10055"
"B90","160","","R10056"
"B90","40","","R10057"
"B90","60","","R11058"
"B90","100","","R11059"
"B90","480","","R11060"
"B90","450","","R11061"
"B90","420","","R11062"
"B90","230","","R11063"
"B90","430","","R11064"
"B90","190","","R11065"
"B90","300","","R11066"
"B90","70","","R11067"
"B90","310","","R11068"
"B90","100","","R11069"
"B90","460","","R11070"
"B90","250","","R11071"
"B90","130","","R11072"
"B90","280","","R11073"
"B90","390","","R12074"
"B90","20","","R12075"
"B90","420","","R12076"
"B90","390","","R12077"
"B90","340","","R12078"
"B90","270","","R12079"
"B90","470","","R12080"
"B90","200","","R13081"
"B90","400","","R13082"
"B90","290","","R13083"
"B90","440","","R13084"
"B90","410","","R13085"
"B90","460","","R13086"
"B90","370","","R13087"
"B90","10","","R14088"
"B90","290","","R14089"
"B90","340","","R14090"
"B90","430","","R14091"
"B90","370","","R14092"
"B90","190","","R14093"
"B90","140","","R14094"
"B90","470","","R14095"
"B90","400","","R14096"
"B90","50","","R14097"
"B80","140","","R1000"
"B80","130","","R1001"
"B80","300","","R1002"
"B80","60","","R1003"
"B80","410","","R1004"
"B80","90","","R1005"
"B80","360","","R1006"
"B80","330","","R1007"
"B80","160","","R1008"
"B80","330","","R1009"
"B80","340","","R1010"
"B80","450","","R1011"
"B80","210","","R1012"
"B80","360","","R1013"
"B80","270","","R1014"
"B80","20","","R2015"
"B80","30","","R2016"
"B80","330","","R2017"
"B80","450","","R2018"
"B80","420","","R2019"
"B80","160","","R2020"
"B80","330","","R2021"
"B80","110","","R2022"
"B80","170","","R2023"
"B80","90","","R2024"
"B80","140","","R2025"
"B80","420","","R2026"
"B80","80","","R2027"
"B80","210","","R2028"
"B80","470","","R2029"
"B80","40","","R2030"
"B80","400","","R2031"
"B80","340","","R2032"
"B80","240","","R3033"
"B80","130","","R3034"
"B80","490","","R3035"
"B80","280","","R3036"
"B80","380","","R3037"
"B80","130","","R3038"
"B80","340","","R3039"
"B80","170","","R3040"
"B80","460","","R3041"
"B80","270","","R3042"
"B80","400","","R3043"
"B80","80","","R3044"
"B80","240","","R3045"
"B80","210","","R3046"
"B80","340","","R3047"
"B80","30","","R4048"
"B80","200","","R4049"
"B80","440","","R4050"
"B80","10","","R4051"
"B80","340","","R4052"
"B80","340","","R4053"
"B80","130","","R5054"
"B80","260","","R6055"
"B80","200","","R7056"
"B80","120","","R7057"
"B80","300","","R8058"
"B80","330","","R8059"
"B80","410","","R8060"
"B80","220","","R9061"
"B80","260","","R9062"
"B80","30","","R9063"
"B80","260","","R9064"
"B80","390","","R9065"
"B80","330","","R9066"
"B80","160","","R9067"
"B80","250","","R10068"
"B80","100","","R10069"
"B80","100","","R10070"
"B80","110","","R10071"
"B80","340","","R10072"
"B80","120","","R10073"
"B80","430","","R10074"
"B80","480","","R10075"
"B80","60","","R10076"
"B80","350","","R11077"
"B80","430","","R11078"
"B80","230","","R11079"
"B80","310","","R11080"
"B80","340","","R11081"
"B80","490","","R11082"
"B80","100","","R11083"
"B80","10","","R11084"
"B80","460","","R11085"
"B72","460","","R1000"
"B72","10","","R1001"
"B72","320","","R1002"
"B72","290","","R1003"
"B72","50","","R1004"
"B72","360","","R1005"
"B72","20","","R1006"
"B72","180","","R1007"
"B72","230","","R1008"
"B72","480","","R1009"
"B72","450","","R1010"
"B72","290","","R1011"
"B72","370","","R1012"
"B72","90","","R2013"
"B72","60","","R2014"
"B72","80","","R2015"
"B72","490","","R2016"
"B72","150","","R2017"
"B72","490","","R2018"
"B72","320","","R2019"
"B72","450","","R2020"
"B72","220","","R2021"
"B72","200","","R2022"
"B72","220","","R2023"
"B72","290","","R2024"
"B72","70","","R2025"
"B72","280","","R2026"
"B72","190","","R2027"
"B72","180","","R2028"
"B72","300","","R2029"
"B72","290","","R2030"
"B72","440","","R2031"
"B72","180","","R2032"
"B72","170","","R2033"
"B72","290","","R2034"
